COUNTRY,LOWER_OR_SINGLE_HOUSE_ELECTIONS,LOWER_OR_SINGLE_HOUSE_SEATS,LOWER_OR_SINGLE_HOUSE_WOMEN,LOWER_OR_SINGLE_HOUSE_PERCENT_W,UPPER_HOUSE_OR_SENATE_ELECTIONS,UPPER_HOUSE_OR_SENATE_SEATS,UPPER_HOUSE_OR_SENATE_WOMEN,UPPER_HOUSE_OR_SENATE_PERCENT_W
Bangladesh,2018-12-30,348.0,72.0,207.0,1970-01-01,0.0,0.0,0.0
Pakistan,2018-08-25,341.0,69.0,202.0,2018-03-03,104.0,20.0,192.0
Barbados,2018-05-24,30.0,6.0,200.0,2018-05-06,21.0,8.0,381.0
Colombia,2018-11-03,171.0,32.0,187.0,2018-11-03,105.0,22.0,210.0
Saint Lucia,2016-06-06,18.0,3.0,167.0,2012-05-01,11.0,3.0,273.0
United States of America,,430.0,101.0,235.0,,100.0,25.0,25.0
South Africa,,399.0,186.0,466.0,,53.0,22.0,415.0
Uganda,,529.0,174.0,329.0,,,,
Canada,,338.0,100.0,296.0,,91.0,45.0,495.0
United States of America,,433.0,118.0,273.0,,100.0,24.0,24.0
Gabon,,142.0,23.0,162.0,,52.0,9.0,173.0
South Africa,,396.0,186.0,47.0,,54.0,20.0,37.0
Costa Rica,,57.0,25.0,439.0,,,,
Portugal,,228.0,84.0,368.0,,,,
United Kingdom,,648.0,223.0,344.0,,776.0,222.0,286.0
United States of America,,434.0,121.0,279.0,,100.0,24.0,24.0
Barbados,,30.0,8.0,267.0,,21.0,9.0,429.0
Canada,1997-06-01,301.0,62.0,206.0,1998-01-01,100.0,29.0,290.0
Philippines,1995-05-01,217.0,24.0,111.0,1998-01-01,24.0,0.0,0.0
Algeria,1997-06-01,380.0,13.0,34.0,1997-12-01,144.0,0.0,0.0
India,1998-02-01,545.0,0.0,0.0,1996-04-01,245.0,19.0,78.0
South Africa,1994-04-01,400.0,118.0,295.0,1994-04-01,90.0,11.0,122.0
Australia,1998-10-01,147.0,33.0,224.0,1998-10-01,76.0,25.0,329.0
Namibia,1994-12-01,72.0,16.0,222.0,1992-11-01,26.0,1.0,38.0
Canada,1997-06-01,301.0,62.0,206.0,1999-01-01,104.0,32.0,308.0
Senegal,1998-05-01,140.0,17.0,121.0,1999-01-01,0.0,0.0,0.0
Belgium,1995-05-01,150.0,18.0,120.0,1995-05-01,71.0,17.0,239.0
Panama,1994-05-01,72.0,6.0,83.0,1970-01-01,0.0,0.0,0.0
India,1998-02-01,545.0,44.0,81.0,1998-03-01,220.0,19.0,86.0
Equatorial Guinea,1999-03-01,80.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Estonia,1999-03-01,101.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Venezuela,2000-02-01,21.0,6.0,286.0,1970-01-01,0.0,0.0,0.0
United Kingdom,1997-05-01,659.0,121.0,184.0,1970-01-01,666.0,105.0,158.0
Slovenia,1996-11-01,90.0,9.0,100.0,1970-01-01,0.0,0.0,0.0
Thailand,1996-11-01,393.0,22.0,56.0,2000-03-01,200.0,0.0,0.0
Japan,1996-10-01,500.0,25.0,50.0,1998-07-01,252.0,43.0,171.0
Belarus,1996-11-01,110.0,5.0,45.0,1997-02-01,62.0,18.0,290.0
Republic of Korea,1996-04-01,299.0,12.0,40.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Rep. of,2000-02-01,290.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Kyrgyzstan,2000-02-01,45.0,0.0,0.0,2000-02-01,35.0,0.0,0.0
Spain,2000-03-01,350.0,0.0,0.0,2000-03-01,259.0,59.0,228.0
Tajikistan,2000-02-01,63.0,0.0,0.0,2000-03-01,33.0,0.0,0.0
South Africa,1999-06-01,399.0,119.0,298.0,1999-06-01,54.0,17.0,315.0
United Rep. of Tanzania,2000-10-01,275.0,61.0,222.0,1970-01-01,0.0,0.0,0.0
Romania,2000-11-01,345.0,37.0,107.0,2000-11-01,140.0,11.0,79.0
Republic of Moldova,2001-02-01,101.0,9.0,89.0,1970-01-01,0.0,0.0,0.0
Andorra,2001-03-01,28.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Samoa,2001-03-01,49.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Trinidad and Tobago,2001-12-01,36.0,6.0,167.0,2001-12-01,31.0,0.0,0.0
Lao People's Democratic Rep.,2002-02-01,109.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Pakistan,2002-10-01,342.0,72.0,211.0,2003-02-01,100.0,0.0,0.0
Congo,2002-05-01,129.0,12.0,93.0,2002-07-01,60.0,9.0,150.0
Gabon,2001-12-01,119.0,11.0,92.0,2003-02-01,91.0,0.0,0.0
Lesotho,2002-05-01,120.0,10.0,83.0,1970-01-01,33.0,0.0,0.0
South Africa,1999-06-01,399.0,119.0,298.0,1999-06-01,90.0,17.0,315.0
Nigeria,2003-04-01,359.0,24.0,61.0,2003-04-01,109.0,3.0,28.0
Antigua and Barbuda,2004-03-01,19.0,1.0,53.0,1999-03-01,17.0,2.0,118.0
Georgia,2004-03-01,235.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Greece,2004-03-01,235.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Liberia,2003-10-01,0.0,76.0,0.0,1970-01-01,0.0,0.0,0.0
Malaysia,2004-03-01,219.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Iraq,2005-01-01,275.0,87.0,316.0,1970-01-01,0.0,0.0,0.0
Tajikistan,2004-12-01,120.0,21.0,175.0,2005-01-01,100.0,15.0,150.0
Uzbekistan,2005-02-01,63.0,11.0,175.0,2005-03-01,34.0,8.0,235.0
Zimbabwe,2005-03-01,150.0,16.0,107.0,1970-01-01,0.0,0.0,0.0
Japan,2003-11-01,479.0,34.0,71.0,2004-07-01,242.0,33.0,136.0
Tonga,2005-03-01,26.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Republic of Moldova,2005-03-01,101.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Argentina,2005-10-01,257.0,90.0,350.0,2005-10-01,72.0,30.0,417.0
Mexico,2003-07-01,500.0,129.0,258.0,2000-07-01,128.0,28.0,219.0
Uganda,2006-02-01,305.0,73.0,239.0,1970-01-01,0.0,0.0,0.0
Israel,2006-03-01,120.0,16.0,133.0,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,2006-03-01,760.0,36.0,47.0,1970-01-01,0.0,0.0,0.0
El Salvador,2006-03-01,84.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Samoa,2006-03-01,48.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,2006-03-01,55.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Ukraine,2006-03-01,450.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Finland,2007-03-01,200.0,84.0,42.0,1970-01-01,0.0,0.0,0.0
Estonia,2007-03-01,101.0,24.0,23.8,1970-01-01,0.0,0.0,0.0
Lesotho,2007-02-01,119.0,28.0,23.5,2007-03-01,33.0,10.0,303.0
Venezuela,2005-12-01,167.0,31.0,18.6,1970-01-01,0.0,0.0,0.0
Nicaragua,2006-11-01,92.0,17.0,18.5,1970-01-01,0.0,0.0,0.0
Mauritania,2006-11-01,95.0,17.0,17.9,2007-01-01,53.0,9.0,170.0
Bosnia and Herzegovina,2006-10-01,42.0,6.0,14.3,2007-03-01,15.0,2.0,133.0
Benin,2007-03-01,83.0,7.0,8.4,1970-01-01,0.0,0.0,0.0
Kuwait ,2006-06-01,65.0,2.0,3.1,1970-01-01,0.0,0.0,0.0
Palau,2004-11-01,16.0,0.0,0.0,2004-11-01,8.0,0.0,0.0
Spain,2008-03-01,350.0,127.0,363.0,2008-03-01,255.0,0.0,0.0
Bhutan,2008-03-01,47.0,4.0,85.0,2007-12-01,20.0,4.0,200.0
Belize,2008-02-01,32.0,0.0,0.0,2008-03-01,12.0,4.0,333.0
China,2008-03-01,2987.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Republic of,2008-03-01,290.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Malaysia,2008-03-01,222.0,0.0,0.0,2004-03-01,65.0,18.0,277.0
Zimbabwe,2008-03-01,210.0,0.0,0.0,2008-03-01,93.0,0.0,0.0
South Africa,,390.0,167.0,428.0,,54.0,19.0,352.0
Finland,,200.0,83.0,415.0,,,,
Spain,,350.0,144.0,411.0,,266.0,98.0,368.0
New Zealand,,120.0,48.0,40.0,,,,
Argentina,,255.0,99.0,388.0,,72.0,30.0,417.0
Belgium,,150.0,57.0,38.0,,60.0,26.0,433.0
Denmark,,179.0,67.0,374.0,,,,
Austria,,183.0,68.0,372.0,,61.0,22.0,361.0
Andorra,,28.0,9.0,321.0,,,,
Netherlands,,150.0,47.0,313.0,,75.0,27.0,36.0
Australia,,150.0,45.0,30.0,,76.0,30.0,395.0
Philippines,,292.0,86.0,295.0,,24.0,6.0,25.0
Albania,,140.0,41.0,293.0,,,,
Israel,,120.0,35.0,292.0,,,,
Afghanistan,,211.0,59.0,28.0,,68.0,16.0,235.0
Sudan,,481.0,133.0,277.0,,71.0,19.0,268.0
Slovenia,,90.0,22.0,244.0,,40.0,4.0,10.0
Barbados,,30.0,6.0,20.0,,21.0,8.0,381.0
Equatorial Guinea,,100.0,20.0,20.0,,72.0,11.0,153.0
Madagascar,,151.0,29.0,192.0,,63.0,13.0,206.0
Greece,,300.0,56.0,187.0,,,,
Panama,,71.0,13.0,183.0,,,,
Indonesia,,560.0,102.0,182.0,,,,
Republic of Korea,,298.0,51.0,171.0,,,,
Malawi,,192.0,32.0,167.0,,,,
Democratic People's Republic of Korea,,687.0,112.0,163.0,,,,
Malaysia,,222.0,32.0,144.0,,67.0,13.0,194.0
India,,524.0,66.0,126.0,,244.0,28.0,115.0
Ukraine,,423.0,49.0,116.0,,,,
Côte d'Ivoire,,255.0,28.0,11.0,,66.0,8.0,121.0
Democratic Republic of the Congo,,485.0,50.0,103.0,,108.0,5.0,46.0
Japan,,463.0,47.0,102.0,,241.0,50.0,208.0
Mali,,147.0,13.0,8800000000000001.0,,,,
Tuvalu,,15.0,1.0,67.0,,,,
Thailand,,240.0,13.0,54.0,,,,
Maldives,,85.0,4.0,47.0,,,,
Lebanon,,127.0,5.0,39.0,,,,
Solomon Islands,,49.0,1.0,2.0,,,,
Papua New Guinea,,106.0,0.0,0.0,,,,
South Africa,,395.0,184.0,466.0,,53.0,20.0,377.0
Cameroon,,167.0,58.0,347.0,,100.0,26.0,26.0
Ireland,,160.0,36.0,225.0,,60.0,19.0,317.0
Iran Islamic Republic of,,279.0,17.0,61.0,,,,
South Africa,,398.0,185.0,465.0,,53.0,22.0,415.0
Italy,,630.0,229.0,364.0,,320.0,112.0,35.0
United Kingdom,,649.0,224.0,345.0,,776.0,222.0,286.0
United States of America,,433.0,121.0,279.0,,100.0,24.0,24.0
Barbados,,30.0,8.0,267.0,,18.0,8.0,444.0
Kazakhstan,1995-12-01,77.0,9.0,117.0,1995-12-01,47.0,4.0,85.0
Benin,1999-03-01,83.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Nigeria,1999-02-01,360.0,0.0,0.0,1999-02-01,109.0,0.0,0.0
United States of America,1998-11-01,435.0,56.0,129.0,1998-11-01,100.0,9.0,90.0
India,1999-09-01,543.0,49.0,90.0,2000-03-01,220.0,0.0,0.0
Mauritius,1995-12-01,61.0,5.0,82.0,1970-01-01,0.0,0.0,0.0
Thailand,1996-11-01,374.0,18.0,48.0,2000-03-01,200.0,0.0,0.0
Mauritania,1996-10-01,79.0,3.0,38.0,2000-04-01,56.0,0.0,0.0
Ethiopia,1995-05-01,546.0,13.0,24.0,1995-05-01,108.0,8.0,74.0
Greece,2000-04-01,300.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Kyrgyzstan,2000-02-01,45.0,0.0,0.0,2000-02-01,60.0,0.0,0.0
Republic of Korea,2000-04-01,273.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
United Kingdom,1997-05-01,659.0,120.0,182.0,1970-01-01,666.0,104.0,156.0
Peru,2001-04-01,120.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Colombia,2002-03-01,166.0,0.0,0.0,2002-03-01,102.0,9.0,88.0
Hungary,2002-04-01,386.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Belize,2002-03-01,29.0,1.0,34.0,2002-01-01,8.0,0.0,0.0
Nigeria,2003-04-01,360.0,0.0,0.0,2003-04-01,109.0,0.0,0.0
South Africa,2004-04-01,400.0,131.0,328.0,1999-06-01,90.0,17.0,315.0
Malawi,1999-06-01,193.0,19.0,93.0,1970-01-01,0.0,0.0,0.0
Japan,2003-11-01,480.0,34.0,71.0,2001-07-01,247.0,36.0,146.0
Iran Islamic Rep. of,2004-02-01,290.0,13.0,45.0,1970-01-01,0.0,0.0,0.0
Comoros,2004-04-01,33.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Equatorial Guinea,2004-04-01,100.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
India,2004-04-01,545.0,0.0,0.0,2002-11-01,242.0,25.0,103.0
Indonesia,2004-04-01,500.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Malaysia,2004-03-01,219.0,0.0,0.0,2003-01-01,54.0,20.0,370.0
Sri Lanka,2004-04-01,225.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Andorra,2005-04-01,28.0,9.0,321.0,1970-01-01,0.0,0.0,0.0
The F.Y.R. of Macedonia,2001-04-01,120.0,23.0,192.0,1970-01-01,0.0,0.0,0.0
Senegal,2002-09-01,120.0,23.0,192.0,1970-01-01,0.0,0.0,0.0
Saudi Arabia,2002-10-01,40.0,0.0,0.0,2002-11-01,40.0,6.0,150.0
Bahrain,2003-07-01,65.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
United Arab Emirates,2005-03-01,14.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Solomon Islands,2004-10-01,18.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Kuwait,2004-11-01,16.0,0.0,0.0,2004-11-01,9.0,0.0,0.0
Micronesia Fed. States of,2004-10-01,15.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Nauru,2001-05-01,120.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Palau,2001-12-01,50.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Saint Kitts and Nevis,2005-03-01,26.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Tonga,2002-07-01,15.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Tuvalu,2003-02-01,40.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Ukraine,2006-03-01,450.0,32.0,71.0,1970-01-01,0.0,0.0,0.0
Samoa,2006-03-01,49.0,2.0,41.0,1970-01-01,0.0,0.0,0.0
Haiti,2006-02-01,99.0,0.0,0.0,2006-02-01,30.0,0.0,0.0
Hungary,2006-04-01,386.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Italy,2006-04-01,630.0,0.0,0.0,2006-04-01,321.0,0.0,0.0
Peru,2006-04-01,120.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Belgium,2003-05-01,150.0,52.0,347.0,2003-05-01,71.0,27.0,38.0
Belarus,2004-10-01,110.0,32.0,291.0,2004-11-01,58.0,18.0,31.0
Timor-Leste,2001-08-01,87.0,22.0,253.0,1970-01-01,0.0,0.0,0.0
Pakistan,2002-10-01,342.0,73.0,213.0,2006-03-01,100.0,17.0,17.0
Canada,2006-01-01,308.0,64.0,208.0,1970-01-01,100.0,35.0,35.0
Poland,2005-09-01,460.0,94.0,204.0,2005-09-01,100.0,13.0,13.0
Mauritania,2006-11-01,95.0,17.0,179.0,2007-01-01,53.0,9.0,17.0
Sudan,2005-08-01,450.0,80.0,178.0,2005-08-01,50.0,2.0,4.0
United States of America,2006-11-01,435.0,71.0,163.0,2006-11-01,100.0,16.0,16.0
Syrian Arab Republic,2007-04-01,250.0,30.0,12.0,1970-01-01,0.0,0.0,0.0
Jamaica,2002-10-01,60.0,7.0,117.0,2002-10-01,21.0,4.0,19.0
Algeria,2002-05-01,389.0,24.0,62.0,2006-12-01,144.0,4.0,28.0
Saint Lucia ,2006-12-01,18.0,1.0,56.0,2007-01-01,11.0,2.0,182.0
Kuwait ,2006-06-01,65.0,2.0,31.0,1970-01-01,0.0,0.0,0.0
Bahrain,2006-11-01,40.0,1.0,25.0,2006-12-01,40.0,10.0,25.0
Nigeria,2007-04-01,360.0,0.0,0.0,2007-04-01,109.0,8.0,73.0
Spain,2008-03-01,350.0,127.0,363.0,2008-03-01,254.0,72.0,283.0
Zimbabwe,2008-03-01,207.0,28.0,135.0,2008-03-01,93.0,0.0,0.0
Iran Islamic Republic of,2008-03-01,290.0,8.0,28.0,1970-01-01,0.0,0.0,0.0
Italy,2008-04-01,630.0,0.0,0.0,2008-04-01,322.0,58.0,180.0
Nepal,2008-04-01,601.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Paraguay,2008-04-01,80.0,0.0,0.0,2008-04-01,45.0,0.0,0.0
Tonga,2008-04-01,30.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,,394.0,170.0,432.0,,54.0,19.0,352.0
Democratic Republic of the Congo,,500.0,50.0,10.0,,100.0,19.0,19.0
Israel,,120.0,30.0,25.0,,,,
Tajikistan,,63.0,15.0,238.0,,25.0,6.0,24.0
United States of America,,429.0,102.0,238.0,,100.0,25.0,25.0
Ireland,,160.0,36.0,225.0,,49.0,15.0,306.0
Guinea,,114.0,17.0,149.0,,,,
South Africa,,400.0,186.0,465.0,,53.0,22.0,415.0
United States of America,,430.0,117.0,272.0,,100.0,24.0,24.0
Turkmenistan,,124.0,31.0,25.0,,48.0,13.0,271.0
Israel,,120.0,29.0,242.0,,,,
Côte d'Ivoire,,249.0,32.0,129.0,,99.0,19.0,192.0
South Africa,,397.0,186.0,469.0,,54.0,20.0,37.0
United States of America,,430.0,121.0,281.0,,100.0,24.0,24.0
India,,542.0,81.0,149.0,,236.0,29.0,123.0
Burundi,1993-06-01,81.0,8.0,99.0,1970-01-01,0.0,0.0,0.0
India,1998-02-01,545.0,40.0,73.0,1998-04-01,220.0,19.0,86.0
Kenya,1997-12-01,222.0,7.0,32.0,1970-01-01,0.0,0.0,0.0
Mauritania,1996-10-01,79.0,1.0,13.0,1998-04-01,56.0,0.0,0.0
Hungary,1998-05-01,386.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Philippines,1998-05-01,260.0,0.0,0.0,1998-05-01,24.0,0.0,0.0
Ukraine,1998-03-01,450.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,1994-04-01,400.0,119.0,298.0,1994-04-01,90.0,11.0,122.0
Nepal,1999-05-01,205.0,0.0,0.0,1997-06-01,60.0,5.0,83.0
Republic of Korea,2000-04-01,273.0,10.0,37.0,1970-01-01,0.0,0.0,0.0
Haiti,2000-05-01,83.0,0.0,0.0,2000-05-01,27.0,0.0,0.0
Costa Rica,2002-02-01,57.0,18.0,316.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,2002-05-01,111.0,11.0,99.0,1970-01-01,0.0,0.0,0.0
Netherlands,2002-05-01,150.0,0.0,0.0,1999-05-01,75.0,20.0,267.0
Vanuatu,2002-05-01,52.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Belgium,2003-05-01,150.0,53.0,353.0,2003-05-01,71.0,0.0,0.0
Armenia,2003-05-01,131.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Barbados,2003-05-01,28.0,0.0,0.0,2003-05-01,21.0,0.0,0.0
India,2004-04-01,541.0,45.0,83.0,2002-11-01,242.0,25.0,103.0
Malawi,2004-04-01,193.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Panama,2004-05-01,78.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Philippines,2004-05-01,220.0,0.0,0.0,2004-05-01,24.0,0.0,0.0
Dominica,2005-05-01,31.0,3.0,97.0,1970-01-01,0.0,0.0,0.0
Lebanon,1997-03-01,760.0,36.0,47.0,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,2005-05-01,128.0,6.0,47.0,1970-01-01,0.0,0.0,0.0
Ethiopia,2005-05-01,492.0,0.0,0.0,2000-05-01,120.0,10.0,83.0
Republic of Moldova,2005-05-01,105.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Central African Republic,2005-03-01,101.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Uganda,2006-02-01,321.0,89.0,277.0,1970-01-01,0.0,0.0,0.0
Fiji,2006-05-01,71.0,8.0,113.0,2001-08-01,32.0,4.0,125.0
Haiti,2006-02-01,99.0,2.0,20.0,2006-02-01,29.0,4.0,138.0
Dominican Republic,2006-05-01,178.0,0.0,0.0,2006-05-01,32.0,0.0,0.0
Thailand,2006-04-01,500.0,0.0,0.0,2006-04-01,200.0,0.0,0.0
Netherlands,2006-11-01,150.0,55.0,367.0,2007-05-01,75.0,0.0,0.0
Mauritania,2006-11-01,95.0,17.0,179.0,2007-01-01,53.0,9.0,170.0
Ireland,2007-05-01,166.0,22.0,133.0,2002-07-01,60.0,10.0,167.0
Bahamas,2007-05-01,41.0,5.0,122.0,2007-05-01,13.0,7.0,538.0
Burkina Faso,2007-05-01,111.0,13.0,117.0,1970-01-01,0.0,0.0,0.0
Algeria,2007-05-01,389.0,28.0,72.0,2006-12-01,129.0,4.0,31.0
Philippines,2007-05-01,236.0,0.0,0.0,2007-05-01,24.0,0.0,0.0
Nepal,2008-04-01,568.0,191.0,336.0,1970-01-01,0.0,0.0,0.0
Italy,2008-04-01,629.0,133.0,211.0,2008-04-01,322.0,58.0,180.0
Zimbabwe,2008-03-01,207.0,28.0,135.0,2008-03-01,93.0,0.0,
Kenya,2007-12-01,224.0,21.0,94.0,1970-01-01,0.0,0.0,0.0
Madagascar,2007-09-01,127.0,10.0,79.0,2008-04-01,33.0,4.0,121.0
Equatorial Guinea,2008-05-01,100.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Spain,,350.0,166.0,474.0,,231.0,90.0,39.0
South Africa,,388.0,170.0,438.0,,54.0,19.0,352.0
Andorra,,28.0,12.0,429.0,,,,
Afghanistan,,211.0,59.0,28.0,,68.0,17.0,25.0
Solomon Islands,,50.0,2.0,4.0,,,,
Guinea,,114.0,18.0,158.0,,,,
South Africa,,399.0,185.0,464.0,,53.0,22.0,415.0
Cabo Verde,,72.0,27.0,375.0,,,,
United States of America,,430.0,118.0,274.0,,100.0,24.0,24.0
South Africa,,398.0,186.0,467.0,,54.0,20.0,37.0
United Kingdom,,648.0,225.0,347.0,,776.0,222.0,286.0
Somalia,,223.0,41.0,184.0,,54.0,14.0,259.0
South Africa,1994-04-01,400.0,114.0,285.0,1994-04-01,54.0,9.0,167.0
Dominican Republic,1998-05-01,149.0,0.0,0.0,1998-05-01,30.0,0.0,0.0
Lesotho,1998-05-01,80.0,0.0,0.0,1998-05-01,33.0,0.0,0.0
San Marino,1998-05-01,60.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Equatorial Guinea,1999-03-01,80.0,3.0,38.0,1970-01-01,0.0,0.0,0.0
Armenia,1999-05-01,131.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,1999-06-01,400.0,0.0,0.0,1999-06-01,90.0,0.0,0.0
Peru,2001-04-01,120.0,21.0,175.0,1970-01-01,0.0,0.0,0.0
San Marino,1998-05-01,60.0,10.0,167.0,1970-01-01,0.0,0.0,0.0
Bulgaria,2001-06-01,240.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Ireland,2002-05-01,166.0,21.0,127.0,1997-08-01,60.0,11.0,183.0
Algeria,2002-05-01,380.0,0.0,0.0,1997-12-01,144.0,8.0,56.0
Congo,2002-05-01,137.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Dominican Republic,2002-05-01,150.0,0.0,0.0,2002-05-01,32.0,0.0,0.0
Mongolia,2004-06-01,76.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Bulgaria,2005-06-01,240.0,50.0,208.0,1970-01-01,0.0,0.0,0.0
Dem. Republic of the Congo,2005-01-01,50.0,6.0,120.0,1970-01-01,0.0,0.0,0.0
Maldives,2003-08-01,500.0,60.0,120.0,2003-08-01,120.0,3.0,25.0
Uganda,2006-02-01,322.0,89.0,276.0,1970-01-01,0.0,0.0,0.0
Slovakia,2006-06-01,150.0,24.0,160.0,1970-01-01,0.0,0.0,0.0
Czech Republic,2006-06-01,200.0,31.0,155.0,2004-11-01,81.0,10.0,123.0
Montenegro,2002-10-01,72.0,9.0,125.0,1970-01-01,0.0,0.0,0.0
Fiji,2006-05-01,71.0,8.0,113.0,2006-06-01,24.0,3.0,125.0
Belgium ,2007-06-01,150.0,52.0,347.0,2007-06-01,40.0,12.0,300.0
Philippines,2007-05-01,236.0,53.0,225.0,2007-05-01,22.0,4.0,182.0
Senegal,2007-06-01,150.0,33.0,220.0,1970-01-01,0.0,0.0,0.0
Armenia,2007-05-01,130.0,12.0,92.0,1970-01-01,0.0,0.0,0.0
Congo,2007-06-01,137.0,0.0,0.0,2005-10-01,60.0,8.0,133.0
Papua New Guinea,2007-06-01,109.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
The F.Y.R. of Macedonia,2008-06-01,120.0,36.0,300.0,1970-01-01,0.0,0.0,0.0
Dominica,2005-05-01,31.0,6.0,194.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,2008-03-01,210.0,28.0,133.0,2008-03-01,93.0,0.0,
Kenya,2007-12-01,224.0,20.0,89.0,1970-01-01,0.0,0.0,0.0
Tonga,2008-04-01,30.0,1.0,33.0,1970-01-01,0.0,0.0,0.0
Mongolia,2008-06-01,66.0,2.0,30.0,1970-01-01,0.0,0.0,0.0
Qatar,2007-06-01,35.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,,395.0,179.0,453.0,,54.0,21.0,389.0
Belgium,,150.0,64.0,427.0,,60.0,26.0,433.0
Madagascar,,151.0,27.0,179.0,,63.0,13.0,206.0
Thailand,,500.0,79.0,158.0,,250.0,25.0,10.0
Micronesia Federated States of,,12.0,0.0,0.0,,,,
Burundi,,123.0,47.0,382.0,,39.0,18.0,462.0
Kazakhstan,,107.0,29.0,271.0,,49.0,6.0,122.0
Iran Islamic Republic of,,276.0,16.0,58.0,,,,
South Africa,,397.0,183.0,461.0,,53.0,22.0,415.0
United Kingdom,,648.0,220.0,34.0,,790.0,223.0,282.0
South Sudan,,550.0,159.0,289.0,,50.0,6.0,12.0
Central African Republic,,90.0,10.0,111.0,,,,
South Africa,,400.0,186.0,465.0,,54.0,20.0,37.0
United States of America,,428.0,121.0,283.0,,100.0,24.0,24.0
Japan,,465.0,46.0,99.0,,242.0,56.0,231.0
South Africa,1994-04-01,400.0,115.0,288.0,1994-04-01,54.0,9.0,167.0
Czech Republic,1998-06-01,200.0,30.0,150.0,1996-11-01,81.0,9.0,111.0
Belgium,1999-06-01,150.0,34.0,227.0,1999-06-01,71.0,20.0,282.0
Australia,1998-10-01,147.0,33.0,224.0,1998-10-01,76.0,23.0,303.0
Algeria,2002-05-01,389.0,0.0,0.0,1997-12-01,144.0,8.0,56.0
Bolivia,2002-06-01,130.0,0.0,0.0,2002-06-01,27.0,0.0,0.0
Mexico,2003-07-01,500.0,0.0,0.0,2000-07-01,128.0,20.0,156.0
Somalia,2004-08-01,275.0,23.0,84.0,1970-01-01,0.0,0.0,0.0
Yemen,2003-04-01,301.0,1.0,3.0,2003-02-01,111.0,3.0,27.0
Albania,2005-07-01,137.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
